,remarks_medical,,adverse_events,,text,Bemærkninger fra læge,,,,,,,,y,,,,,Any remarks from medical staff. Repeated instrument.
,bed_q_1,binge_eating_disorder_questionnaire,bedq,,radio,"1. Haft episoder med tvangsoverspisning? (dvs. at du indenfor et kort tidsrum (fx to timer) spiste væsentligt mere, end hvad der er normalt)?","0, Nej | 1, Ja, mindre end 1 gang om ugen | 2, Ja, 1-3 gange om ugen | 3, Ja, 4-7 gange om ugen | 4, Ja, 8-13 gange om ugen | 5, Ja, 14 eller flere gange om ugen",,,,,,,y,,,,,"Binge eating episode defined as eating a significantly larger amount of food than normal within a short time period, indicative of loss of control."
,antidiabetics_change_start_rep,,medicine_changes,Genintroduktion/ændring af antidiabetika,text,Dato for ændring/genintroduktion af antidiabetika,,,date_dmy,,,,[medicine_change_rep(1)]='1',y,,,,,Date for change in antidiabetic medication. Repeated instrument.
,antidiabetics_medicine_rep,,medicine_changes,,checkbox,Ændring (herunder genintroduktion) af følgende antidiabetika:,"1, Metformin | 2, SGLT-2-hæmmer (Canagliflozin (Invokana), Dapagliflozin (Forxiga), Empagliflozin (Jardiance)) | 3, DPP-IV-hæmmer (Sitagliptin (Januvia), Linagliptin (Trajenta)) | 4, Sulfonylurinstof (Gliclazid, Glimepirid) | 5, GLP-1-receptoragonist (Semaglutid s.c. (Ozempic), Semaglutid p.o. (Rybelsus), Dulaglutid s.c. (Trulicity), Tirzepatid (Mounjaro)) | 6, Andet præparat","Ved kombinationspræparater, vælg begge typer antidiabetika og skriv dosis for hver type adskilt. Eks. Janumet, Metformin: 500 mg og Sitagliptin: 50 mg.",,,,,[medicine_change_rep(1)]='1',y,,,,,"States the class of antidiabetic medication for which a change has been made (start, stop, or dose adjustment). Repeated measure."
,antihypertensive_change_reason_other_rep,,medicine_changes,,text,Beskriv: ,,,,,,,[antihypertensive_change_reason_rep(2)]='1',,,,,,Describes other reason to change in antihypertensive medicine. Repeated measure.
,antihypertensive_change_reason_rep,,medicine_changes,,checkbox,Årsag til ændring/genintroduktion af antihypertensiva,"1, Systolisk blodtryk > 140 mmHg ved 2 eller flere målinger. | 2, Andet",,,,,,[medicine_change_rep(2)]='1',y,,,,,States the reason for a change made in antihypertensive medicine. Repeated measure.
,antihypertensive_comment_rep,,medicine_changes,,text,Eventuelt kommentar til antihypertenvisa,,,,,,,[medicine_change_rep(2)]='1',,,,,,Potential comment to changes in antihypertensivs. Repeated measure.
,antihypertensive_medicine_rep,,medicine_changes,,checkbox,Deltager er startet på følgende antihypertensiva:,"1, Thiazid (bendroflumethiazid m. KCl, hydrochlorthiazid) | 2, Calciumantagonist (amlodipin, lercanidipin) | 3, ACE-hæmmer (enalapril, ramipril) | 4, Angiotensin-II-receptorblokker (losartan, candesartan) | 5, Andet","Ved kombinationspræparater, kryds begge indholdsstoffer af og skriv dosis hver for sig.",,,,,[medicine_change_rep(2)]='1',y,,,,,"States the class of antihypertensive medication for which a change has been made (start, stop, or dose adjustment). Repeated measure."
,bendroflumethiazid_dose_rep,,medicine_changes,,text,Bendroflumethiazid m. KCl dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[thiazide_type_rep(1)] = '1',y,,,,,States the Bendroflumethiazid with KCl dose. Mg/day. Repeated measure.
,calciumantagonist_type_rep,,medicine_changes,,checkbox,Hvilken calciumantagonist?,"1, Amlodipin | 2, Lercanidipin | 3, Verapamil | 4, Diltiazem | 5, Andet",,,,,,[antihypertensive_medicine_rep(2)] = '1',y,,,,,Indicates which calcium channel blocker was changed. Repeated measure.
,canagliflozin_dose_rep,,medicine_changes,,text,Canagliflozin (Invokana) dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[sglt2_type_rep(1)] = '1',y,,,,,States the Canagliflozin dose. Mg/day. Repeated measure.
,candesartan_dose_rep,,medicine_changes,,text,Candesartan dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[angiotensin_ii_type_rep(2)] = '1',y,,,,,States the Candesartan dose. Mg/day. Repeated measure.
,dapagliflozin_dose_rep,,medicine_changes,,text,Dapagliflozin (Forxiga) dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[sglt2_type_rep(2)] = '1',y,,,,,States the Dapagliflozin dose. Mg/day. Repeated measure.
,date_antihypertensive_rep,,medicine_changes,Ændring/genintroduktion af antihypertensiva,text,Dato for ændring/genintroduktion af antihypertensiva,,,date_dmy,,,,[medicine_change_rep(2)]='1',y,,,,,Date for change in antihypertensive medication. Repeated measure.
,date_change_medication_rep,,medicine_changes,,text,Dato for indtastning:,,,date_dmy,,,,,y,,,,,The date when the medication change is recorded in the system. Repeated instrument.
,diltiazem_dose_rep,,medicine_changes,,text,Diltiazem dosis: ,,Mg/dag. Ved seponering skrives '0'.,,,,,[calciumantagonist_type_rep(4)] = '1',y,,,,,States the Diltiazem dose. Mg/day. Repeated measure.
,dppiv_type_rep,,medicine_changes,,checkbox,Hvilken DPP-IV-hæmmer?,"1, Sitagliptin (Januvia) | 2, Linagliptin (Trajenta) | 3, Andet",,,,,,[antidiabetics_medicine_rep(3)] = '1',y,,,,,Indicates which DPP-4 inhibtor was changed. Repeated measure.
,dulaglutid_sc_dose_rep,,medicine_changes,,text,Dulaglutid s.c. (Trulicity) dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[glp1ra_type_rep(3)] = '1',y,,,,,States the Dulaglutid dose. Mg/week. Repeated measure.
,empagliflozin_dose_rep,,medicine_changes,,text,Empagliflozin (Jardiance) dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[sglt2_type_rep(3)] = '1',y,,,,,States the Empagliflozin dose. Mg/day. Repeated meaure.
,enalapril_dose_rep,,medicine_changes,,text,Enalapril dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[ace_type_rep(1)] = '1',y,,,,,States the Enalapril dose. Mg/day. Repeated measure.
,gliclazid_dose_rep,,medicine_changes,,text,Gliclazid dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[sulfonyl_type_rep(1)] = '1',y,,,,,States the Gliclazid dose. Mg/day. Repeated measure.
,glimepirid_dose_rep,,medicine_changes,,text,Glimepirid dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[sulfonyl_type_rep(2)] = '1',y,,,,,States the Glimepirid dose. Mg/day. Repeated measure.
,glp1ra_type_rep,,medicine_changes,,checkbox,Hvilken GLP-1-receptoragonist? ,"1, Semaglutid s.c. (Ozempic) | 2, Semaglutid p.o. (Rybelsus) | 3, Dulaglutid s.c. (Trulicity) | 5, Tirzepatid (Mounjaro) | 4, Andet",,,,,,[antidiabetics_medicine_rep(5)] = '1',y,,,,,Indicates which GLP-1 receptor agonist was changed. Repeated measure.
,hydrochlorthiazid_dose_rep,,medicine_changes,,text,Hydrochlorthiazid dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[thiazide_type_rep(2)] = '1',y,,,,,States the Hydrochlorthiazid dose. Mg/day. Repeated measure.
,lercanidipin_dose_rep,,medicine_changes,,text,Lercanidipin dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[calciumantagonist_type_rep(2)] = '1',y,,,,,States the Lercanidipin dose. Mg/day. Repeated measure.
,linagliptin_dose_rep,,medicine_changes,,text,Linagliptin (Trajenta) dosis: ,,Mg/dag. Ved seponering skrives '0'.,,,,,[dppiv_type_rep(2)] = '1',,,,,,States the Linagliptin dose. Mg/day. Repeated measure.
,losartan_dose_rep,,medicine_changes,,text,"Losartan dosis:
",,Mg/dag. Ved seponering skrives '0'.,number,,,,[angiotensin_ii_type_rep(1)] = '1',y,,,,,States the Losartan dose. Mg/day. Repeated measure.
,medicine_change_rep,,medicine_changes,,checkbox,Der er foretaget ændring (herunder genintroduktion) af,"1, Antidiabetika | 2, Antihypertensiva | 3, Anden medicin",,,,,,,,,,,,Indicates any change in medication. Repeating instrument.
,metformin_dose_rep,,medicine_changes,,text,Metformin dosis: ,,Mg/dag. Ved seponering skrives '0'.,number,,,,[antidiabetics_medicine_rep(1)] = '1',y,,,,,States the metformin dose. Mg/day. Repeated measure.
,other_ace_dose_rep,,medicine_changes,,text,Anden ACE-hæmmer dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[ace_type_v1(3)] = '1',y,,,,,"States the dose of ""other ACE inhibitor"". Mg/day. Repeated measure."
,other_ace_rep,,medicine_changes,,text,Anden ACE-hæmmer navn:,,,alpha_only,,,,[ace_type_v1(3)] = '1',y,,,,,Specifies the name of the ACE inhibitor if not reported on the provided list. Repeated measure.
,other_adminiumantagonist_rep,,medicine_changes,,text,Anden calciumantagonist navn:,,,alpha_only,,,,[calciumantagonist_type_rep(5)] = '1',y,,,,,Specifies the name of the calcium channel blocker if not reported on the provided list. Repeated measure.
,other_angiotensin_ii_dose_rep,,medicine_changes,,text,Anden angiotensin-II-receptorblokker dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[angiotensin_ii_type_v1(3)] = '1',y,,,,,"States the dose of ""other ARB"". Mg/day. Repeated measure."
,other_angiotensin_ii_rep,,medicine_changes,,text,Anden angiotensin-II-receptorblokker navn:,,,alpha_only,,,,[angiotensin_ii_type_v1(3)] = '1',y,,,,,Specifies the name of the ARB if not reported on the provided list. Repeated measure.
,other_antidiabetics_dose_rep,,medicine_changes,,text,Anden antidiabetika dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[antidiabetics_medicine_v1(6)] = '1',y,,,,,"States the dose of ""other antidiabetics"". Mg/day. Repeated measure."
,other_antidiabetics_rep,,medicine_changes,,text,Anden antidiabetika navn: ,,,alpha_only,,,,[antidiabetics_medicine_v1(6)] = '1',y,,,,,"Indicates which antidiabetics that was changed, if not reported on the provided list. Repeated measure."
,other_antihypertensive_dose_rep,,medicine_changes,,text,Anden antihypertensiva dosis: ,,Mg/dag. Ved seponering skrives '0'.,number,,,,[antihypertensive_medicine_v1(5)] = '1',y,,,,,"States the dose of ""other antihypertensive medicine"". Mg/day. Repeated measure."
,other_antihypertensive_name_rep,,medicine_changes,,text,"Hvis anden antihypertensiva, skriv præparatnavn her:",,,alpha_only,,,,[antihypertensive_medicine_v1(5)] = '1',y,,,,,"Indicates which antihypertensive medicine that was changed, if not reported on the provided list. Repeated measure."
,other_dppiv_dose_rep,,medicine_changes,,text,Anden DPP-IV-hæmmer dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[dppiv_type_rep(3)] = '1',y,,,,,"States the dose of ""other DPP-IV inhibitor"". Mg/day. Repeated measure."
,other_dppiv_rep,,medicine_changes,,text,Anden DPP-IV-hæmmer navn:,,,alpha_only,,,,[dppiv_type_rep(3)] = '1',y,,,,,Specifies the name of the DPP-IV inhibitor if not reported on the provided list. Repeated measure.
,other_glp1ra_dose_rep,,medicine_changes,,text,Anden GLP-1-receptoragonist dosis:,,Mg. Ved seponering skrives '0'.,number,,,,[glp1ra_type_rep(4)] = '1',y,,,,,"States the dose of ""other GLP-1 receptor agonist"". Mg/day or mg/week. Repeated measure."
,other_glp1ra_dose_unit_rep,,medicine_changes,,radio,Mg/dag eller mg/uge?,"1, Mg/dag | 2, Mg/uge",,,,,,[glp1ra_type_rep(4)]='1',y,,,,,"Specifies if the dose of ""other GLP-1 receptor agonist"" is mg/day or mg/week. Repeated measure."
,other_glp1ra_rep,,medicine_changes,,text,Anden GLP-1-receptoragonist navn:,,,alpha_only,,,,[glp1ra_type_rep(4)] = '1',y,,,,,Specifies the name of the GLP-1 receptor agonist if not reported on the provided list. Repeated measure.
,other_medicine_change_start_rep,,medicine_changes,Ændringer i anden medicin,text,Dato for ændring/genintroduktion af anden medicin,,,date_dmy,,,,[medicine_change_rep(3)]='1',y,,,,,Date for change in other medication. Repeated measure.
,other_medicine_comment_rep,,medicine_changes,,text,Eventuelt kommentar til anden medicin,,,,,,,[medicine_change_rep(3)]='1',,,,,,Potential comment to changes in other medicine. Repeated measure.
,other_medicine_content_rep,,medicine_changes,,text,"Generisk navn på anden medicin, hvor der er foretaget ændring",,,,,,,[medicine_change_rep(3)]='1',y,,,,,Specifies the generic name of other medication where a change in dose has been made. Repeated measure.
,other_medicine_dose_rep,,medicine_changes,,text,Notér den nye medicindosis inkl. enhed (fx mg/dag): ,,Ved seponering skrives '0'.,,,,,[medicine_change_rep(3)]='1',y,,,,,Specifies the dose of other medication where a change in dose has been made. Repeated measure.
,other_medicine_name_rep,,medicine_changes,,text,"Præparatnavn på anden medicin, hvor der er foretaget ændring",,,,,,,[medicine_change_rep(3)]='1',y,,,,,Specifies the brand name of other medication where a change in dose has been made. Repeated measure.
,other_sglt2_dose_rep,,medicine_changes,,text,Anden SGLT-2-hæmmer dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[sglt2_type_v1(4)] = '1',y,,,,,Specifies the name of the SGLT-2 inhibitor if not reported on the provided list. Repeated measure.
,other_sglt2_rep,,medicine_changes,,text,Anden SGLT-2-hæmmer navn:,,,alpha_only,,,,[sglt2_type_v1(4)] = '1',y,,,,,Specifies the name of the SGLT-2 inhibitor if not reported on the provided list. Repeated measure.
,other_sulfonyl_dose_rep,,medicine_changes,,text,Andet sulfonylurinstof dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[sulfonyl_type_v1(3)] = '1',y,,,,,"States the dose of ""other sulfonylurea"". Mg/day. Repeated measure."
,other_sulfonyl_name_rep,,medicine_changes,,text,Andet sulfonylurinstof navn:,,,alpha_only,,,,[sulfonyl_type_v1(3)] = '1',y,,,,,Specifies the name of the sulfonylurea if not reported on the provided list. Repeated measure.
,other_thiazide_dose_rep,,medicine_changes,,text,Andet thiazid dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[thiazid_type_v1(3)] = '1',y,,,,,"States the dose of ""other thiazide"". Mg/day. Repeated measure."
,other_thiazide_rep,,medicine_changes,,text,Andet thiazid navn:,,,alpha_only,,,,[thiazid_type_v1(3)] = '1',y,,,,,Specifies the name of the thiazide if not reported on the provided list. Repeated measure.
,othter_adminiumantagonist_dose_rep,,medicine_changes,,text,Anden calciumantagonist dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[calciumantagonist_type_rep(5)] = '1',y,,,,,Specifies the dose of the calcium channel blocker if not reported on the provided list. Repeated measure.
,ramipril_dose_rep,,medicine_changes,,text,Ramipril dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[ace_type_rep(2)] = '1',y,,,,,States the Ramipril dose. Mg/day. Repeated measure.
,semaglutid_po_dose_rep,,medicine_changes,,text,Semaglutid p.o. (Rybelsus) dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[glp1ra_type_rep(2)] = '1',y,,,,,States the Semaglutid p.o. dose. Mg/day. Repeated measure.
,semaglutid_sc_dose_rep,,medicine_changes,,text,Semaglutid s.c. (Ozempic) dosis:,,Mg/uge. Ved seponering skrives '0'.,number,,,,[glp1ra_type_rep(1)] = '1',y,,,,,States the Semsglutid s.c. dose. Mg/week. Repeated measure.
,sglt2_type_rep,,medicine_changes,,checkbox,Hvilken SGLT-2-hæmmer?,"1, Canagliflozin (Invokana) | 2, Dapagliflozin (Forxiga) | 3, Empagliflozin (Jardiance) | 4, Andet",,,,,,[antidiabetics_medicine_rep(2)] = '1',y,,,,,Indicates which SGLT-2 inhibitor was changed. Repeated measure.
,sitagliptin_dose_rep,,medicine_changes,,text,Sitagliptin (Januvia) dosis:,,Mg/dag. Ved seponering skrives '0'.,number,,,,[dppiv_type_rep(1)] = '1',y,,,,,States the Sitagliptin dose. Mg/day. Repeated measure.
,sulfonyl_type_rep,,medicine_changes,,checkbox,Hvilket sulfonylurinstof:,"1, Gliclazid | 2, Glimepirid | 3, Andet",,,,,,[antidiabetics_medicine_rep(4)] = '1',y,,,,,Indicates which sulfonylurea was changed. Repeated measure.
,thiazide_type_rep,,medicine_changes,,checkbox,Hvilket thiazid?,"1, Bendroflumethiazid m. KCl | 2, Hydrochlorthiazid | 3, Andet",,,,,,[antihypertensive_medicine_rep(1)] = '1',y,,,,,Indicates which thiazide was changed. Repeated measure.
,tirzepatid_dose_rep,,medicine_changes,,text,Tirzepatid s.c. (Mounjaro) dosis:,,Mg/uge. Ved seponering skrives '0'.,number,,,,[glp1ra_type_rep(5)] = '1',y,,,,,States the Tirzepatid dose. Mg/week. Repeated measure.
,verapamil_dose_rep,,medicine_changes,,text,Verapamil dosis: ,,Mg/dag. Ved seponering skrives '0'.,,,,,[calciumantagonist_type_rep(3)] = '1',y,,,,,States the Verapamil dose. Mg/day. Repeated measure.
,sf12_achieved_less_emotional,,physical_and_mental_health_sf12,"Hvor stor en del af tiden, inden for de sidste 4 uger, har du haft følgende problemer med dit arbejde eller andre daglige aktiviteter pga. følelsesmæssige problemer?",radio,"Jeg har nået mindre, end hvad jeg gerne ville","1, Hele tiden | 2, Det meste af tiden | 3, Noget af tiden | 4, Lidt af tiden | 5, På intet tidspunkt",,,,,,,y,,,,,"Participant's self-assessed experience of accomplishing less than desired (second item version). Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,sf12_achieved_less_physical,,physical_and_mental_health_sf12,"Hvor stor en del af tiden, inden for de sidste 4 uger, har du haft følgende problemer med dit arbejde eller andre daglige aktiviteter pga. dit fysiske helbred?",radio,"Jeg har nået mindre, end jeg gerne ville","1, Hele tiden | 2, Det meste af tiden | 3, Noget af tiden | 4, Lidt af tiden | 5, På intet tidspunkt",,,,,,,y,,,,,"Participant's self-assessed experience of accomplishing less than desired. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,sf12_calm_relaxed,,physical_and_mental_health_sf12,"Hvor stor en del af tiden, inden for de sidste 4 uger, har du haft det på følgende måder?",radio,Jeg har følt mig rolig og afslappet,"1, Hele tiden | 2, Det meste af tiden | 3, Noget af tiden | 4, Lidt af tiden | 5, På intet tidspunkt",,,,,,,y,,,,,"Participant's self-assessed frequency of feeling calm and relaxed during the past 4 weeks. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,sf12_climb_stairs,,physical_and_mental_health_sf12,,radio,At gå flere etager op ad trapper,"1, Ja - meget begrænset | 2, Ja - lidt begrænset | 3, Nej-  slet ikke begrænset",,,,,,,y,,,,,"Participant's self-assessed ability to climb several flights of stairs. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,sf12_downhearted,,physical_and_mental_health_sf12,,radio,Jeg har følt mig trist til mode,"1, Hele tiden | 2, Det meste af tiden | 3, Noget af tiden | 4, Lidt af tiden | 5, På intet tidspunkt",,,,,,,y,,,,,"Participant's self-assessed frequency of feeling downhearted or depressed during the past 4 weeks. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,sf12_full_of_energy,,physical_and_mental_health_sf12,,radio,Jeg har følt mig fuld af energi,"1, Hele tiden | 2, Det meste af tiden | 3, Noget af tiden | 4, Lidt af tiden | 5, På intet tidspunkt",,,,,,,y,,,,,"Participant's self-assessed frequency of feeling full of energy during the past 4 weeks. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,sf12_less_careful,,physical_and_mental_health_sf12,,radio,"Jeg har udført mit arbejde eller andre aktiviteter mindre omhyggeligt, end jeg plejer","1, Hele tiden | 2, Det meste af tiden | 3, Noget af tiden | 4, Lidt af tiden | 5, På intet tidspunkt",,,,,,,y,,,,,"Participant's self-assessed experience of performing work or other activities less carefully than usual. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,sf12_light_activities,,physical_and_mental_health_sf12,"De følgende spørgsmål handler om aktiviteter i dagligdagen. 
Er du på grund af dit helbred begrænset i disse aktiviteter? Og i så fald, hvor meget? ",radio,"Lettere aktiviteter, såsom at flytte et bord, støvsuge eller cykle ","1, Ja - meget begrænset | 2, Ja - lidt begrænset | 3, Nej - slet ikke begrænset",,,,,,,y,,,,,"Participant's self-assessed ability to perform light activities such as moving a table, vacuuming, or cycling. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,sf12_limited_activities,,physical_and_mental_health_sf12,,radio,"Jeg har været begrænset i, hvilken slags arbejde eller andre aktiviteter jeg har kunne udføre","1, Hele tiden | 2, Det meste af tiden | 3, Noget af tiden | 4, Lidt af tiden | 5, På intet tidspunkt",,,,,,,y,,,,,"Participant's self-assessed limitation in the type of work or other activities they could perform. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,sf12_overall_health,,physical_and_mental_health_sf12,<p>Vurdering af dit helbred</p>,radio,"Hvordan synes du, dit helbred er alt i alt?","1, Fremragende | 2, Vældig godt | 3, Godt | 4, Mindre godt | 5, Dårligt",,,,,,,y,,,,,"Participant's self-rated overall health. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,sf12_pain_interference,,physical_and_mental_health_sf12,,radio,Fysisk smerte har vanskeliggjort mit daglige arbejde (både arbejde uden for hjemmet og husarbejde),"1, Slet ikke | 2, Lidt | 3, Noget | 4, En hel del | 5, Virkelig meget",,,,,,,y,,,,,"Extent to which physical pain has interfered with participant's daily work (both outside work and household tasks) in the past 4 weeks. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
sf12_questionnaire_admin,sf12_questionnaire,,physical_and_mental_health_sf12,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-size: 14pt;"">Livskvalitet 1</span></p> <p> </p> <p><span style=""text-decoration: underline;""><span style=""font-weight: normal;"">Instruktioner:<br></span></span><span style=""font-weight: normal;"">Dette spørgeskema handler om din opfattelse af dit helbred. </span><span style=""font-weight: normal;"">Oplysningerne vil give et overblik over, hvordan du har det, og hvor godt du er i stand til at udføre dine daglige</span><br><span style=""font-weight: normal;"">gøremål.</span></p> <p><span style=""font-weight: normal;"">Besvar hvert spørgsmål ved at sætte kryds ved det svar, der passer bedst på dig. Hvis du er i tvivl om, hvordan du skal svare, svar da venligst så godt du kan. </span></p></div>",,,,,,,,,,,,,
,sf12_social_interference,,physical_and_mental_health_sf12,,radio,"Mit fysiske helbred eller følelsesmæssige problemer har gjort det vanskeligt at se andre mennesker (fx besøge venner, slægtninge osv.)","1, Hele tiden | 2, Det meste af tiden | 3, Noget af tiden | 4, Lidt af tiden | 5, På intet tidspunkt",,,,,,,y,,,,,"Extent to which physical health or emotional problems have made it difficult for the participant to see other people (e.g., visiting friends or relatives) in the past 4 weeks. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_1_bedtime,,pittsburgh_sleep_quality_index_psqi,,text,"Igennem den sidste måned, hvornår er du almindeligvis gået i seng?",,Vanlige sengetid (timer:minutter),time,,,,,y,,,,,"Usual bedtime over the past month. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_10_sleep_chronotype,,pittsburgh_sleep_quality_index_psqi,,radio,"Man kan snakke om morgen- og aftenmennesker. Hvilken gruppe tror du, at du selv hører til i?","1, Afgjort morgenmenneske | 2, Mere morgen- end aftenmenneske | 3, Mere aften- end morgenmenneske | 4, Afgjort aftenmenneske",,,,,,,y,,,,,"Participant's self-assessed sleep chronotype (morning-type or evening-type). Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_2_sleep_latency_min,,pittsburgh_sleep_quality_index_psqi,,text,"Igennem den sidste måned, hvor lang tid  (i minutter) har det almindeligvis taget dig at falde i søvn?",,Antal minutter,number,0,400,,,y,,,,,"Usual time (in minutes) it takes the participant to fall asleep over the past month. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_3_wake_time,,pittsburgh_sleep_quality_index_psqi,,text,"Igennem den sidste måned, hvornår er du almindeligvis stået op om morgenen?",,Vanlige stå op tid (timer:minutter),time,,,,,y,,,,,"Usual wake-up time over the past month. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_4_sleep_duration_h,,pittsburgh_sleep_quality_index_psqi,,text,"Igennem den sidste måned, hvor mange natlige timer af egentlig søvn pr. nat, har du fået?",," Dette antal timer kan være anderledes end det faktiske antal timer, du har ligget i sengen",number_comma_decimal,0,24,,,y,,,,,"Number of hours of actual sleep per night over the past month. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_5a_latency_30m,,pittsburgh_sleep_quality_index_psqi,"Igennem den sidste måned, hvor ofte har du haft problemer med at sove, pga. at du:",radio,Kan ikke falde i søvn indenfor 30 min?,"1, Ikke igennem den sidste måned | 2, Mindre end en gang om ugen | 3, En eller to gange om ugen | 4, Tre eller flere gange om ugen",,,,,,,y,,,psqi_5_trouble_sleep,,"Pittsburgh Sleep Quality Index.. Frequency of trouble falling asleep within 30 minutes over the past month. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_5b_wake,,pittsburgh_sleep_quality_index_psqi,,radio,Vågner om natten eller tidligt morgen?,"1, Ikke igennem den sidste måned | 2, Mindre end en gang om ugen | 3, En eller to gange om ugen | 4, Tre eller flere gange om ugen",,,,,,,y,,,psqi_5_trouble_sleep,,"Frequency of waking during the night or early morning over the past month. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_5c_urinate,,pittsburgh_sleep_quality_index_psqi,,radio,Er nødt til at gå på toilettet en eller flere gange?,"1, Ikke igennem den sidste måned | 2, Mindre end en gang om ugen | 3, En eller to gange om ugen | 4, Tre eller flere gange om ugen",,,,,,,y,,,psqi_5_trouble_sleep,,"Frequency of waking up to urinate one or more times during the night over the past month. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_5d_breathing,,pittsburgh_sleep_quality_index_psqi,,radio,Har besvær med at trække vejret ordentligt?,"1, Ikke igennem den sidste måned | 2, Mindre end en gang om ugen | 3, En eller to gange om ugen | 4, Tre eller flere gange om ugen",,,,,,,y,,,psqi_5_trouble_sleep,,"Frequency of trouble breathing properly during sleep over the past month. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_5e_cough_snore,,pittsburgh_sleep_quality_index_psqi,,radio,Hoster eller snorker højlydt?,"1, Ikke igennem den sidste måned | 2, Mindre end en gang om ugen | 3, En eller to gange om ugen | 4, Tre eller flere gange om ugen",,,,,,,y,,,psqi_5_trouble_sleep,,"Frequency of coughing or loud snoring during sleep over the past month. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_5f_too_cold,,pittsburgh_sleep_quality_index_psqi,,radio,Har det for koldt?,"1, Ikke igennem den sidste måned | 2, Mindre end en gang om ugen | 3, En eller to gange om ugen | 4, Tre eller flere gange om ugen",,,,,,,y,,,psqi_5_trouble_sleep,,"Frequency of trouble sleeping due to the environment being too cold over the past month. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_5g_too_hot,,pittsburgh_sleep_quality_index_psqi,,radio,Har det for varmt?,"1, Ikke igennem den sidste måned | 2, Mindre end en gang om ugen | 3, En eller to gange om ugen | 4, Tre eller flere gange om ugen",,,,,,,y,,,psqi_5_trouble_sleep,,"Frequency of trouble sleeping due to the environment being too hot over the past month. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
,psqi_5h_nightmares,,pittsburgh_sleep_quality_index_psqi,,radio,Har mareridt?,"1, Ikke igennem den sidste måned | 2, Mindre end en gang om ugen | 3, En eller to gange om ugen | 4, Tre eller flere gange om ugen",,,,,,,y,,,psqi_5_trouble_sleep,,"Frequency of trouble sleeping due to nightmares over the past month. Self-reported by participant. Repeated at baseline (V4), week 12 (V6) and week 52 (V10)."
